Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,INSDC_center_alias,strain,AssemblyName,ena_checklist,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),specific_host,Collection_Date,host_health_state,supplier_name,Collection_year,pmid,scientific_name,tax_id,sample_description,Country,type-material
ERR137200,WGS,200,604628200,PRJEB2138,SAMEA1403826,363563207,SC,public,"bam,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,ena,s3.us-east-1",2012-06-11,2018-11-16,ERX113218,Illumina HiSeq 2000,4669466,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403826,ERP000192,1189T-sc-2012-02-21T11:36:21Z-1364692,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096330,ERS096330,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1189T,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137201,WGS,200,561505800,PRJEB2138,SAMEA1403882,336908021,SC,public,"sra,bam","ena,ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US,ena",2012-06-11,2018-11-16,ERX113219,Illumina HiSeq 2000,4669467,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403882,ERP000192,1191W-sc-2012-02-21T11:36:21Z-1364693,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096331,ERS096331,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1191W,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137202,WGS,200,477258000,PRJEB2138,SAMEA1403870,288006004,SC,public,"sra,bam","ena,ncbi,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",2012-06-11,2018-11-16,ERX113220,Illumina HiSeq 2000,4669468,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403870,ERP000192,1203J-sc-2012-02-21T11:36:22Z-1364694,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T11:54:42Z,public,ERS096332,ERS096332,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1203J,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137203,WGS,200,941747800,PRJEB2138,SAMEA1403876,564348135,SC,public,"bam,sra","s3,gs,ena,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2012-06-11,2018-11-16,ERX113221,Illumina HiSeq 2000,4669469,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403876,ERP000192,1230N-sc-2012-02-21T11:36:23Z-1364695,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096333,ERS096333,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1230N,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137204,WGS,200,770398400,PRJEB2138,SAMEA1403865,461865573,SC,public,"sra,bam","gs,ncbi,ena","ncbi.public,gs.US,ena",2012-06-11,2018-11-16,ERX113222,Illumina HiSeq 2000,4669470,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403865,ERP000192,1233R-sc-2012-02-21T11:36:23Z-1364696,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:15Z,public,ERS096334,ERS096334,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1233R,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137205,WGS,200,1020894000,PRJEB2138,SAMEA1403855,614233530,SC,public,"bam,sra","gs,ena,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",2012-06-11,2018-11-16,ERX113223,Illumina HiSeq 2000,4669471,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403855,ERP000192,1237W-sc-2012-02-21T11:36:24Z-1364697,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:12Z,public,ERS096335,ERS096335,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1237W,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137206,WGS,200,1029379200,PRJEB2138,SAMEA1403920,618542171,SC,public,"bam,sra","ena,gs,s3,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2012-06-11,2018-11-16,ERX113224,Illumina HiSeq 2000,4669472,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403920,ERP000192,1250K-sc-2012-02-21T11:36:25Z-1364698,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096336,ERS096336,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1250K,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137207,WGS,200,860280600,PRJEB2138,SAMEA1403912,515172433,SC,public,"bam,sra","ncbi,gs,s3,ena","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-11,2018-11-16,ERX113225,Illumina HiSeq 2000,4669473,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403912,ERP000192,1256R-sc-2012-02-21T11:36:26Z-1364699,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096337,ERS096337,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1256R,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137208,WGS,200,781387000,PRJEB2138,SAMEA1403904,468515163,SC,public,"bam,sra","s3,ena,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2012-06-11,2018-11-16,ERX113226,Illumina HiSeq 2000,4669474,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403904,ERP000192,1268E-sc-2012-02-21T11:36:26Z-1364700,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:12Z,public,ERS096338,ERS096338,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1268E,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2010,disease,,,,,,,,
ERR137209,WGS,200,950293400,PRJEB2138,SAMEA1403906,568921488,SC,public,"bam,sra","ncbi,ena,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-11,2018-11-16,ERX113227,Illumina HiSeq 2000,4669475,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403906,ERP000192,1269F-sc-2012-02-21T11:36:27Z-1364701,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T11:45:55Z,public,ERS096339,ERS096339,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1269F,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137210,WGS,200,750617800,PRJEB2138,SAMEA1403585,448733994,SC,public,"sra,bam","gs,ncbi,s3,ena","ncbi.public,ena,s3.us-east-1,gs.US",2012-06-11,2018-11-16,ERX113228,Illumina HiSeq 2000,4669476,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403585,ERP000192,1271H-sc-2012-02-21T11:36:28Z-1364702,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T11:45:55Z,public,ERS096340,ERS096340,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1271H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137211,WGS,200,905448200,PRJEB2138,SAMEA1403606,543246597,SC,public,"sra,bam","gs,ncbi,ena,s3","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-11,2018-11-16,ERX113229,Illumina HiSeq 2000,4669477,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403606,ERP000192,1284X-sc-2012-02-21T11:36:28Z-1364703,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T11:45:55Z,public,ERS096341,ERS096341,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1284X,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137212,WGS,200,921800800,PRJEB2138,SAMEA1403596,552340513,SC,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-11,2018-11-16,ERX113230,Illumina HiSeq 2000,4669478,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403596,ERP000192,1309Z-sc-2012-02-21T11:36:29Z-1364704,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T10:03:21Z,public,ERS096342,ERS096342,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1309Z,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137213,WGS,200,911117400,PRJEB2138,SAMEA1403559,545344719,SC,public,"bam,sra","s3,ena,gs,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",2012-06-11,2018-11-16,ERX113231,Illumina HiSeq 2000,4669479,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403559,ERP000192,1334B-sc-2012-02-21T11:36:29Z-1364705,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096343,ERS096343,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1334B,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137214,WGS,200,505911600,PRJEB2138,SAMEA1403564,302962061,SC,public,"sra,bam","gs,ncbi,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",2012-06-11,2018-11-16,ERX113232,Illumina HiSeq 2000,4669480,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403564,ERP000192,1336D-sc-2012-02-21T11:36:30Z-1364706,Wellcome Sanger Institute,2012-06-11T14:45:04Z,2018-03-09T10:03:21Z,public,ERS096344,ERS096344,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1336D,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137215,WGS,200,752296600,PRJEB2138,SAMEA1403552,452243003,SC,public,"bam,sra","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-11,2018-11-16,ERX113233,Illumina HiSeq 2000,4669481,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403552,ERP000192,1342K-sc-2012-02-21T11:36:31Z-1364707,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096345,ERS096345,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1342K,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137216,WGS,200,747040800,PRJEB2138,SAMEA1403580,451472147,SC,public,"sra,bam","ena,ncbi,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",2012-06-11,2018-11-16,ERX113234,Illumina HiSeq 2000,4669482,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403580,ERP000192,1353X-sc-2012-02-21T11:36:32Z-1364708,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096346,ERS096346,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1353X,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137217,WGS,200,713444200,PRJEB2138,SAMEA1403569,430782334,SC,public,"bam,sra","gs,ena,s3,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-11,2018-11-16,ERX113235,Illumina HiSeq 2000,4669483,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403569,ERP000192,1358C-sc-2012-02-21T11:36:32Z-1364709,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:12Z,public,ERS096347,ERS096347,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1358C,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137218,WGS,200,737273200,PRJEB2138,SAMEA1403654,444066257,SC,public,"bam,sra","ena,ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,ena",2012-06-11,2018-11-16,ERX113236,Illumina HiSeq 2000,4669484,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403654,ERP000192,1359D-sc-2012-02-21T11:36:33Z-1364710,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096348,ERS096348,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1359D,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137219,WGS,200,809507800,PRJEB2138,SAMEA1403646,486351061,SC,public,"sra,bam","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ena,ncbi.public",2012-06-11,2018-11-16,ERX113237,Illumina HiSeq 2000,4669485,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403646,ERP000192,1362G-sc-2012-02-21T11:36:33Z-1364711,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:15Z,public,ERS096349,ERS096349,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1362G,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137220,WGS,200,888316800,PRJEB2138,SAMEA1404035,534551112,SC,public,"sra,bam","ena,ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",2012-06-11,2018-11-16,ERX113238,Illumina HiSeq 2000,4669486,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404035,ERP000192,1366L-sc-2012-02-21T11:36:34Z-1364712,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:13Z,public,ERS096350,ERS096350,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1366L,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137221,WGS,200,788898400,PRJEB2138,SAMEA1404016,476361090,SC,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ena,ncbi.public,gs.US",2012-06-11,2018-11-16,ERX113239,Illumina HiSeq 2000,4669487,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404016,ERP000192,1371R-sc-2012-02-21T11:36:34Z-1364713,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T12:00:46Z,public,ERS096351,ERS096351,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1371R,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137222,WGS,200,917273800,PRJEB2138,SAMEA1404025,553246974,SC,public,"bam,sra","gs,ncbi,ena","gs.US,ena,ncbi.public",2012-06-11,2018-11-16,ERX113240,Illumina HiSeq 2000,4669488,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404025,ERP000192,1391N-sc-2012-02-21T11:36:35Z-1364714,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T10:05:50Z,public,ERS096352,ERS096352,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1391N,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137223,WGS,200,939858600,PRJEB2138,SAMEA1404004,564892774,SC,public,"bam,sra","ena,s3,ncbi,gs","s3.us-east-1,ena,gs.US,ncbi.public",2012-06-11,2018-11-16,ERX113241,Illumina HiSeq 2000,4669489,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404004,ERP000192,1392P-sc-2012-02-21T11:36:36Z-1364715,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:13Z,public,ERS096353,ERS096353,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1392P,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137224,WGS,200,788215000,PRJEB2138,SAMEA1404009,472959136,SC,public,"bam,sra","s3,ncbi,gs,ena","s3.us-east-1,ncbi.public,gs.US,ena",2012-06-11,2018-11-16,ERX113242,Illumina HiSeq 2000,4669490,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404009,ERP000192,1397V-sc-2012-02-21T11:36:36Z-1364716,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096354,ERS096354,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1397V,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137225,WGS,200,904009200,PRJEB2138,SAMEA1404006,544972058,SC,public,"bam,sra","s3,ena,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",2012-06-11,2018-11-16,ERX113243,Illumina HiSeq 2000,4669491,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1404006,ERP000192,1409H-sc-2012-02-21T11:36:37Z-1364717,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T12:00:46Z,public,ERS096355,ERS096355,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1409H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137226,WGS,200,383652600,PRJEB2138,SAMEA1403846,275636088,SC,public,"sra,bam","gs,ncbi,ena,s3","s3.us-east-1,ena,ncbi.public,gs.US",2012-06-11,2018-11-16,ERX113244,Illumina HiSeq 2000,4669492,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403846,ERP000192,1413M-sc-2012-02-21T11:36:38Z-1364718,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:13Z,public,ERS096356,ERS096356,Mycobacterium tuberculosis,SC,1413M,GCA_000195955.1,,,,,,,,,,,,,,,
ERR137227,WGS,200,839117000,PRJEB2138,SAMEA1403838,504439871,SC,public,"sra,bam","gs,s3,ena,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",2012-06-11,2018-11-16,ERX113245,Illumina HiSeq 2000,4669493,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403838,ERP000192,1414N-sc-2012-02-21T11:36:38Z-1364719,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:21Z,public,ERS096357,ERS096357,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1414N,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137228,WGS,200,890433200,PRJEB2138,SAMEA1403830,537188557,SC,public,"bam,sra","ena,gs,ncbi,s3","ncbi.public,ena,s3.us-east-1,gs.US",2012-06-11,2018-11-16,ERX113246,Illumina HiSeq 2000,4669494,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403830,ERP000192,1418S-sc-2012-02-21T11:36:39Z-1364720,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096358,ERS096358,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1418S,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137229,WGS,200,765823400,PRJEB2138,SAMEA1403823,461281282,SC,public,"sra,bam","s3,ena,ncbi,gs","ncbi.public,s3.us-east-1,gs.US,ena",2012-06-11,2018-11-16,ERX113247,Illumina HiSeq 2000,4669495,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403823,ERP000192,1422X-sc-2012-02-21T11:36:40Z-1364721,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T12:00:46Z,public,ERS096359,ERS096359,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1422X,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137230,WGS,200,789499000,PRJEB2138,SAMEA1403658,476183805,SC,public,"bam,sra","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",2012-06-11,2018-11-16,ERX113248,Illumina HiSeq 2000,4669496,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403658,ERP000192,1432H-sc-2012-02-21T11:36:41Z-1364722,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:21Z,public,ERS096360,ERS096360,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1432H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137231,WGS,200,815224200,PRJEB2138,SAMEA1403648,493695283,SC,public,"sra,bam","s3,ncbi,ena,gs","gs.US,ena,ncbi.public,s3.us-east-1",2012-06-11,2018-11-16,ERX113249,Illumina HiSeq 2000,4669497,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403648,ERP000192,1446Y-sc-2012-02-21T11:36:41Z-1364723,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:15Z,public,ERS096361,ERS096361,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1446Y,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137232,WGS,200,874780600,PRJEB2138,SAMEA1403647,528918780,SC,public,"bam,sra","ena,s3,gs,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",2012-06-11,2018-11-16,ERX113250,Illumina HiSeq 2000,4669498,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403647,ERP000192,1451D-sc-2012-02-21T11:36:42Z-1364724,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:13Z,public,ERS096362,ERS096362,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1451D,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137233,WGS,200,649464800,PRJEB2138,SAMEA1403576,395006565,SC,public,"sra,bam","s3,gs,ncbi,ena","gs.US,ena,ncbi.public,s3.us-east-1",2012-06-11,2018-11-16,ERX113251,Illumina HiSeq 2000,4669499,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403576,ERP000192,1455H-sc-2012-02-21T11:36:43Z-1364725,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T12:00:46Z,public,ERS096363,ERS096363,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1455H,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137234,WGS,200,946065000,PRJEB2138,SAMEA1403568,572880865,SC,public,"sra,bam","s3,gs,ncbi,ena","ena,s3.us-east-1,gs.US,ncbi.public",2012-06-11,2018-11-16,ERX113252,Illumina HiSeq 2000,4669500,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403568,ERP000192,1457K-sc-2012-02-21T11:36:44Z-1364726,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T12:00:46Z,public,ERS096364,ERS096364,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1457K,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137235,WGS,200,1007742200,PRJEB2138,SAMEA1403561,606496957,SC,public,"sra,bam","ena,gs,ncbi,s3","s3.us-east-1,gs.US,ena,ncbi.public",2012-06-11,2018-11-16,ERX113253,Illumina HiSeq 2000,4669501,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403561,ERP000192,1465T-sc-2012-02-21T11:36:44Z-1364727,Wellcome Sanger Institute,2012-06-11T14:45:05Z,2018-03-09T09:56:13Z,public,ERS096365,ERS096365,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1465T,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
ERR137236,WGS,200,896201800,PRJEB2138,SAMEA1403563,537799052,SC,public,"sra,bam","s3,gs,ena,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",2012-06-11,2018-11-16,ERX113254,Illumina HiSeq 2000,4669502,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2012-08-04T00:00:00Z,SAMEA1403563,ERP000192,1477G-sc-2012-02-21T11:36:45Z-1364728,Wellcome Sanger Institute,2012-06-11T14:45:06Z,2018-03-09T09:56:22Z,public,ERS096366,ERS096366,Mycobacterium tuberculosis; Mycobacterium tuberculosis,SC,1477G,GCA_000195955.1,ERC000011,Russia,Europe,Russia,Homo sapiens,2009,disease,,,,,,,,
