Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_name,SRA_accession,Title,INSDC_center_alias,strain,AssemblyName,ENA_checklist,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),specific_host,collection_date,host_health_state,supplier_name,collection_year,pmid,Scientific_Name,Tax_ID,sample_description,country,type-material
ERR019564,WGS,115,278254230,PRJEB2138,SAMEA837928,176370057,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009140,Illumina Genome Analyzer II,NT204355S,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837928,ERP000192,M08_14558-sc-2010-05-07-7055,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009116,ERS009116,Mycobacterium tuberculosis,SC,08_14558,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019565,WGS,115,345493235,PRJEB2138,SAMEA838013,243375427,SC,public,"sra,srf","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009149,Illumina Genome Analyzer II,NT204366V,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838013,ERP000192,M05_09310-sc-2010-05-07-7066,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009127,ERS009127,Mycobacterium tuberculosis,SC,05_09310,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019568,WGS,115,482267565,PRJEB2138,SAMEA838049,309954317,SC,public,"sra,srf","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",2010-09-24,2018-11-16,ERX2009141,Illumina Genome Analyzer II,NT204356T,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838049,ERP000192,M05_07509-sc-2010-05-07-7065,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009126,ERS009126,Mycobacterium tuberculosis,SC,05_07509,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019569,WGS,115,318156930,PRJEB2138,SAMEA837950,205319319,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009142,Illumina Genome Analyzer II,NT204357U,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837950,ERP000192,M05_03802-sc-2010-05-07-7064,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009125,ERS009125,Mycobacterium tuberculosis,SC,05_03802,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019570,WGS,115,377677825,PRJEB2138,SAMEA838011,241293956,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009143,Illumina Genome Analyzer II,NT204358V,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838011,ERP000192,M05_03798-sc-2010-05-07-7063,Wellcome Sanger Institute,2010-09-24T10:12:38Z,2018-03-09T09:52:21Z,public,ERS009124,ERS009124,Mycobacterium tuberculosis,SC,05_03798,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019571,WGS,115,390000420,PRJEB2138,SAMEA838045,248382816,SC,public,"sra,srf","s3,ena,gs,ncbi","gs.US,s3.us-east-1,ena,ncbi.public",2010-09-24,2018-11-16,ERX2009144,Illumina Genome Analyzer II,NT204359W,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838045,ERP000192,M05_03633-sc-2010-05-07-7062,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T10:48:22Z,public,ERS009123,ERS009123,Mycobacterium tuberculosis,SC,05_03633,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019572,WGS,115,314325130,PRJEB2138,SAMEA838004,200113851,SC,public,"sra,srf","ncbi,s3,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009145,Illumina Genome Analyzer II,NT204362R,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838004,ERP000192,M08_14567-sc-2010-05-07-7059,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009120,ERS009120,Mycobacterium tuberculosis,SC,08_14567,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019573,WGS,115,277177600,PRJEB2138,SAMEA837898,175866234,SC,public,"srf,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",2010-09-24,2018-11-16,ERX2009146,Illumina Genome Analyzer II,NT204363S,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837898,ERP000192,M05_12611-sc-2010-05-07-7058,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009119,ERS009119,Mycobacterium tuberculosis,SC,05_12611,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019574,WGS,115,591813230,PRJEB2138,SAMEA837894,376366837,SC,public,"sra,srf","gs,s3,ena,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",2010-09-24,2018-11-16,ERX2009147,Illumina Genome Analyzer II,NT204364T,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837894,ERP000192,M05_10261-sc-2010-05-07-7057,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:21Z,public,ERS009118,ERS009118,Mycobacterium tuberculosis,SC,05_10261,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019575,WGS,115,286878310,PRJEB2138,SAMEA837931,182960128,SC,public,"sra,srf","s3,ena,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-09-24,2018-11-16,ERX2009148,Illumina Genome Analyzer II,NT204365U,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837931,ERP000192,M08_14559-sc-2010-05-07-7056,Wellcome Sanger Institute,2010-09-24T10:12:39Z,2018-03-09T09:52:22Z,public,ERS009117,ERS009117,Mycobacterium tuberculosis,SC,08_14559,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019851,WGS,115,13487890,PRJEB2138,SAMN00009845,9044785,SC,public,"sra,srf","gs,ncbi,s3,ena","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX008009,Illumina Genome Analyzer II,SamaraTB-batch1 1,PAIRED,RANDOM,GENOMIC,human gut metagenome,ILLUMINA,2011-03-18T00:00:00Z,unidentified,ERP000192,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR019852,WGS,115,228299035,PRJEB2138,SAMEA837978,152453500,SC,public,"srf,sra","ena,ncbi,gs,s3","ena,s3.us-east-1,ncbi.public,gs.US",2010-10-08,2018-11-16,ERX2009316,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837978,ERP000192,M05_03289-sc-2010-05-07-4868,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009080,ERS009080,Mycobacterium bovis,SC,05_03289,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019853,WGS,115,118673560,PRJEB2138,SAMEA837971,79757049,SC,public,"srf,sra","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009325,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837971,ERP000192,M08_14306-sc-2010-05-07-4881,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009093,ERS009093,Mycobacterium tuberculosis,SC,06_02213,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019854,WGS,115,286210965,PRJEB2138,SAMEA837973,194575259,SC,public,"srf,sra","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009326,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant africanum,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837973,ERP000192,M06_01910-sc-2010-05-07-4880,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009092,ERS009092,Mycobacterium africanum,SC,05_04169,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019855,WGS,115,177338740,PRJEB2138,SAMEA838054,119525003,SC,public,"sra,srf","gs,s3,ncbi,ena","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009327,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838054,ERP000192,M05_06174-sc-2010-05-07-4890,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009102,ERS009102,Mycobacterium tuberculosis,SC,M05/06174,,,,,,,,,,,,,,,,
ERR019856,WGS,115,147349960,PRJEB2138,SAMEA838051,99755756,SC,public,"srf,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",2010-10-08,2018-11-16,ERX2009317,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838051,ERP000192,M05_04169-sc-2010-05-07-4889,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009101,ERS009101,Mycobacterium tuberculosis,SC,06_01910,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019857,WGS,115,152611785,PRJEB2138,SAMEA838015,103641964,SC,public,"sra,srf","gs,s3,ena,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",2010-10-08,2018-11-16,ERX2009318,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838015,ERP000192,M06_02213-sc-2010-05-07-4888,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009100,ERS009100,Mycobacterium tuberculosis,SC,08_14306,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019858,WGS,115,168441305,PRJEB2138,SAMEA837974,113685901,SC,public,"srf,sra","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009319,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837974,ERP000192,M05_06899-sc-2010-05-07-4887,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009099,ERS009099,Mycobacterium tuberculosis,SC,08_14310,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019859,WGS,115,112645950,PRJEB2138,SAMEA837976,76141248,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009320,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837976,ERP000192,M08_00483-sc-2010-05-07-4886,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009098,ERS009098,M08_00483-sc-2010-05-07-4886,SC,08_14337,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019860,WGS,115,161864915,PRJEB2138,SAMEA837963,108796631,SC,public,"srf,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009321,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837963,ERP000192,M06_01971-sc-2010-05-07-4885,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009097,ERS009097,Mycobacterium tuberculosis,SC,08_14329,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019861,WGS,115,133161720,PRJEB2138,SAMEA837965,90296747,SC,public,"sra,srf","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009322,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837965,ERP000192,M08_14329-sc-2010-05-07-4884,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009096,ERS009096,Mycobacterium tuberculosis,SC,06_01971,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019862,WGS,115,181202510,PRJEB2138,SAMEA837959,122991949,SC,public,"sra,srf","gs,ncbi,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009323,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837959,ERP000192,M08_14337-sc-2010-05-07-4883,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009095,ERS009095,M08_14337-sc-2010-05-07-4883,SC,08_00483,,,,,,,,,,,,,,,Estonia,
ERR019863,WGS,115,90207380,PRJEB2138,SAMEA837961,60836871,SC,public,"srf,sra","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009324,Illumina Genome Analyzer II,NT20196N,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837961,ERP000192,M08_14310-sc-2010-05-07-4882,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009094,ERS009094,Mycobacterium tuberculosis,SC,05_06899,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019864,WGS,115,13839560,PRJEB2138,SAMN00009845,9162918,SC,public,"sra,srf","ena,s3,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX008008,Illumina Genome Analyzer II,SamaraTB-batch1-group2 1,PAIRED,RANDOM,GENOMIC,human gut metagenome,ILLUMINA,2011-03-18T00:00:00Z,unidentified,ERP000192,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR019865,WGS,115,84648050,PRJEB2138,SAMEA837967,56196010,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009304,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837967,ERP000192,M08_14303-sc-2010-05-07-4879,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009091,ERS009091,Mycobacterium tuberculosis,SC,08_14303,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019866,WGS,115,121848480,PRJEB2138,SAMEA837980,81298745,SC,public,"sra,srf","ncbi,s3,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009313,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant bovis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837980,ERP000192,M06_01518-sc-2010-05-07-4869,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009081,ERS009081,Mycobacterium bovis,SC,06_01518,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019867,WGS,115,122353790,PRJEB2138,SAMEA837969,82979159,SC,public,"srf,sra","s3,ena,gs,ncbi","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009314,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837969,ERP000192,M08_14300-sc-2010-05-07-4878,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T10:03:12Z,public,ERS009090,ERS009090,Mycobacterium tuberculosis,SC,08_14300,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019868,WGS,115,181225050,PRJEB2138,SAMEA838009,122229869,SC,public,"srf,sra","ena,gs,s3,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009315,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838009,ERP000192,M05_04575-sc-2010-05-07-4891,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009103,ERS009103,Mycobacterium tuberculosis,SC,05_04575,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019869,WGS,115,86653535,PRJEB2138,SAMEA838036,58320743,SC,public,"srf,sra","ena,gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1,ena",2010-10-08,2018-11-16,ERX2009305,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838036,ERP000192,M05_12834-sc-2010-05-07-4871,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009083,ERS009083,Mycobacterium tuberculosis,SC,05_12834,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019870,WGS,115,206600950,PRJEB2138,SAMEA838032,137454097,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009306,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838032,ERP000192,M06_01909-sc-2010-05-07-4873,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009085,ERS009085,Mycobacterium tuberculosis,SC,06_01909,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019871,WGS,115,367223060,PRJEB2138,SAMEA838026,245011820,SC,public,"srf,sra","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009307,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838026,ERP000192,M06_02537-sc-2010-05-07-4874,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:15Z,public,ERS009086,ERS009086,Mycobacterium tuberculosis,SC,06_02537,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2006,22294518,Mycobacterium tuberculosis,1773,,,
ERR019872,WGS,115,121955200,PRJEB2138,SAMEA837957,81858818,SC,public,"sra,srf","ena,gs,ncbi,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009308,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis variant africanum,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837957,ERP000192,M05_10091-sc-2010-05-07-4875,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009087,ERS009087,Mycobacterium africanum,SC,05_10091,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019873,WGS,115,65832785,PRJEB2138,SAMEA837901,43374039,SC,public,"srf,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009309,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis H37Rv,ILLUMINA,2011-03-18T00:00:00Z,SAMEA837901,ERP000192,H37Rv-sc-2010-05-07-4876,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:53:16Z,public,ERS009088,ERS009088,Mycobacterium tuberculosis,SC,H37Rv,,,,,,,,,,,,,,,,type strain of Mycobacterium tuberculosis
ERR019874,WGS,115,169416735,PRJEB2138,SAMEA838047,114086323,SC,public,"srf,sra","gs,ena,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009310,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838047,ERP000192,M08_14304-sc-2010-05-07-4877,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T10:03:12Z,public,ERS009089,ERS009089,Mycobacterium tuberculosis,SC,08_14304,,,Russia,Europe,Russia,Homo sapiens,,,,2008,22294518,Mycobacterium tuberculosis,1773,,,
ERR019875,WGS,115,193184820,PRJEB2138,SAMEA838030,128930346,SC,public,"sra,srf","ncbi,s3,ena,gs","ena,ncbi.public,gs.US,s3.us-east-1",2010-10-08,2018-11-16,ERX2009311,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838030,ERP000192,M05_11459-sc-2010-05-07-4872,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:22Z,public,ERS009084,ERS009084,Mycobacterium tuberculosis,SC,05_11459,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR019876,WGS,115,110410695,PRJEB2138,SAMEA838052,74132559,SC,public,"srf,sra","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public,ena",2010-10-08,2018-11-16,ERX2009312,Illumina Genome Analyzer II,NT20208A,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2011-03-18T00:00:00Z,SAMEA838052,ERP000192,M05_04354-sc-2010-05-07-4870,Wellcome Sanger Institute,2010-08-31T17:04:20Z,2018-03-09T09:52:21Z,public,ERS009082,ERS009082,Mycobacterium tuberculosis,SC,05_04354,,,United Kingdom,Europe,United Kingdom,Homo sapiens,,,,2005,22294518,Mycobacterium tuberculosis,1773,,,
ERR015610,OTHER,108,1843864992,PRJEB2138,SAMEA838042,1279495832,SC,public,"sra,srf","ncbi,ena,gs,s3","ena,ncbi.public,gs.US,s3.us-east-1",2010-07-08,2018-11-16,ERX005975,Illumina Genome Analyzer II,STB0814361 89306,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2010-09-14T00:00:00Z,SAMEA838042,ERP000192,M__tuberculosis-sc-2010-05-07-11004,Wellcome Sanger Institute,2010-03-05T12:31:54Z,2018-03-09T09:51:59Z,public,ERS003233,ERS003233,Mycobacterium tuberculosis,SC,M08_14361,,,,,,,,,,,,,,M. tuberculosis M08_14361,,
ERR015611,OTHER,108,2438635248,PRJEB2138,SAMEA838028,1786063747,SC,public,"sra,srf","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",2010-07-08,2018-11-16,ERX005978,Illumina Genome Analyzer II,STB0814350 89305,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2010-09-14T00:00:00Z,SAMEA838028,ERP000192,M__tuberculosis-sc-2010-05-07-11003,Wellcome Sanger Institute,2010-03-05T12:31:50Z,2018-03-09T09:51:59Z,public,ERS003232,ERS003232,Mycobacterium tuberculosis,SC,M08_14350,,,,,,,,,,,,,,M. tuberculosis M08_14350,,
ERR015613,OTHER,108,1535242572,PRJEB2138,SAMEA838038,1044251317,SC,public,"sra,srf","ena,ncbi,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",2010-07-08,2018-11-16,ERX005982,Illumina Genome Analyzer II,STB0814477 89308,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2010-09-14T00:00:00Z,SAMEA838038,ERP000192,M__tuberculosis-sc-2010-05-07-11006,Wellcome Sanger Institute,2010-03-05T12:32:00Z,2018-03-09T09:59:40Z,public,ERS003235,ERS003235,Mycobacterium tuberculosis,SC,M08_14477,,,,,,,,,,,,,,M. tuberculosis M08_14477,,
ERR015614,OTHER,108,2657462580,PRJEB2138,SAMEA838000,1966004125,SC,public,"sra,srf","gs,ena,ncbi,s3","ena,gs.US,s3.us-east-1,ncbi.public",2010-07-08,2018-11-16,ERX005979,Illumina Genome Analyzer II,STB0814521 89309,PAIRED,RANDOM,GENOMIC,Mycobacterium tuberculosis,ILLUMINA,2010-09-14T00:00:00Z,SAMEA838000,ERP000192,M__tuberculosis-sc-2010-05-07-11007,Wellcome Sanger Institute,2010-03-05T12:32:04Z,2018-03-09T09:51:59Z,public,ERS003236,ERS003236,Mycobacterium tuberculosis,SC,M08_14521,,,,,,,,,,,,,,M. tuberculosis M08_14521,,
